system:index,CLOUD_COVERAGE_ASSESSMENT
COPERNICUS/S2/20190118T081251_20190118T083028_T35MQT,89.428
COPERNICUS/S2/20190118T081251_20190118T083028_T35MRT,99.943
COPERNICUS/S2/20190123T081229_20190123T082148_T35MQT,25.735
COPERNICUS/S2/20190123T081229_20190123T082148_T35MRT,7.107
COPERNICUS/S2/20190128T081211_20190128T082008_T35MQT,12.938
COPERNICUS/S2/20190128T081211_20190128T082008_T35MRT,4.136
COPERNICUS/S2/20190202T081149_20190202T082305_T35MQT,34.678
COPERNICUS/S2/20190202T081149_20190202T082305_T35MRT,54.308
COPERNICUS/S2/20190207T081111_20190207T082327_T35MQT,44.793
COPERNICUS/S2/20190207T081111_20190207T082327_T35MRT,81.481
COPERNICUS/S2/20190212T081049_20190212T082506_T35MQT,37.006
COPERNICUS/S2/20190212T081049_20190212T082506_T35MRT,66.162
COPERNICUS/S2/20190217T081011_20190217T082206_T35MQT,98.07
COPERNICUS/S2/20190217T081011_20190217T082206_T35MRT,97.337
COPERNICUS/S2/20190222T080939_20190222T082031_T35MQT,98.265
COPERNICUS/S2/20190222T080939_20190222T082031_T35MRT,99.081
COPERNICUS/S2/20190227T080901_20190227T082227_T35MQT,12.413
COPERNICUS/S2/20190227T080901_20190227T082227_T35MRT,2.982
COPERNICUS/S2/20190304T080829_20190304T081831_T35MQT,21.586
COPERNICUS/S2/20190304T080829_20190304T081831_T35MRT,80.101
COPERNICUS/S2/20190309T080751_20190309T082548_T35MQT,16.39
COPERNICUS/S2/20190309T080751_20190309T082548_T35MRT,8.643
COPERNICUS/S2/20190314T080709_20190314T082011_T35MQT,81.762
COPERNICUS/S2/20190314T080709_20190314T082011_T35MRT,97.299
COPERNICUS/S2/20190319T080641_20190319T082102_T35MQT,9.213
COPERNICUS/S2/20190319T080641_20190319T082102_T35MRT,6.683
COPERNICUS/S2/20190324T080609_20190324T082506_T35MQT,96.405
COPERNICUS/S2/20190324T080609_20190324T082506_T35MRT,97.129
COPERNICUS/S2/20190324T080609_20190324T083045_T35MQT,99.591
COPERNICUS/S2/20190324T080609_20190324T083045_T35MRT,97.45
COPERNICUS/S2/20190329T080611_20190329T082339_T35MQT,0.847
COPERNICUS/S2/20190329T080611_20190329T082339_T35MRT,13.876
COPERNICUS/S2/20190403T080609_20190403T083005_T35MQT,16.527
COPERNICUS/S2/20190403T080609_20190403T083005_T35MRT,19.676
COPERNICUS/S2/20190408T080611_20190408T082805_T35MQT,63.578
COPERNICUS/S2/20190408T080611_20190408T082805_T35MRT,6.667
COPERNICUS/S2/20190413T080609_20190413T081946_T35MQT,96.944
COPERNICUS/S2/20190413T080609_20190413T081946_T35MRT,95.478
COPERNICUS/S2/20190418T080611_20190418T082918_T35MQT,70.446
COPERNICUS/S2/20190418T080611_20190418T082918_T35MRT,20.651
COPERNICUS/S2/20190423T080619_20190423T082824_T35MQT,96.917
COPERNICUS/S2/20190423T080619_20190423T082824_T35MRT,82.589
COPERNICUS/S2/20190428T080611_20190428T082018_T35MQT,25.144
COPERNICUS/S2/20190428T080611_20190428T082018_T35MRT,24.076
COPERNICUS/S2/20190503T080619_20190503T082152_T35MQT,22.999
COPERNICUS/S2/20190503T080619_20190503T082152_T35MRT,33.307
COPERNICUS/S2/20190508T080611_20190508T082803_T35MQT,68.227
COPERNICUS/S2/20190508T080611_20190508T082803_T35MRT,67.244
COPERNICUS/S2/20190513T080619_20190513T082037_T35MQT,81.32
COPERNICUS/S2/20190513T080619_20190513T082037_T35MRT,89.385
COPERNICUS/S2/20190518T080611_20190518T083038_T35MQT,98.433
COPERNICUS/S2/20190518T080611_20190518T083038_T35MRT,97.365
COPERNICUS/S2/20190523T080619_20190523T082327_T35MQT,91.425
COPERNICUS/S2/20190523T080619_20190523T082327_T35MRT,82.529
COPERNICUS/S2/20190528T080611_20190528T082205_T35MQT,98.027
COPERNICUS/S2/20190528T080611_20190528T082205_T35MRT,90.445
COPERNICUS/S2/20190602T080619_20190602T082156_T35MQT,97.612
COPERNICUS/S2/20190602T080619_20190602T082156_T35MRT,83.704
COPERNICUS/S2/20190607T080611_20190607T082808_T35MQT,98.895
COPERNICUS/S2/20190607T080611_20190607T082808_T35MRT,98.485
COPERNICUS/S2/20190612T080619_20190612T081952_T35MQT,18.371
COPERNICUS/S2/20190612T080619_20190612T081952_T35MRT,4.684
COPERNICUS/S2/20190612T080619_20190612T083052_T35MQT,27.131
COPERNICUS/S2/20190612T080619_20190612T083052_T35MRT,3.179
COPERNICUS/S2/20190617T080611_20190617T082933_T35MQT,41.229
COPERNICUS/S2/20190617T080611_20190617T082933_T35MRT,21.97
COPERNICUS/S2/20190622T080619_20190622T082829_T35MQT,39.194
COPERNICUS/S2/20190622T080619_20190622T082829_T35MRT,46.238
COPERNICUS/S2/20190627T080611_20190627T082424_T35MQT,98.886
COPERNICUS/S2/20190627T080611_20190627T082424_T35MRT,66.934
COPERNICUS/S2/20190702T080619_20190702T082153_T35MQT,0.013
COPERNICUS/S2/20190702T080619_20190702T082153_T35MRT,0
COPERNICUS/S2/20190707T080611_20190707T082728_T35MQT,99.971
COPERNICUS/S2/20190707T080611_20190707T082728_T35MRT,99.449
COPERNICUS/S2/20190712T080619_20190712T083051_T35MQT,62.446
COPERNICUS/S2/20190712T080619_20190712T083051_T35MRT,50.498
COPERNICUS/S2/20190717T080611_20190717T082239_T35MQT,17.389
COPERNICUS/S2/20190717T080611_20190717T082239_T35MRT,1.99
COPERNICUS/S2/20190722T080619_20190722T082743_T35MQT,3.579
COPERNICUS/S2/20190722T080619_20190722T082743_T35MRT,5.868
COPERNICUS/S2/20190727T080611_20190727T082120_T35MQT,1.052
COPERNICUS/S2/20190727T080611_20190727T082120_T35MRT,0.134
COPERNICUS/S2/20190801T080619_20190801T082101_T35MQT,76.263
COPERNICUS/S2/20190801T080619_20190801T082101_T35MRT,94.988
COPERNICUS/S2/20190806T080611_20190806T082810_T35MQT,0.338
COPERNICUS/S2/20190806T080611_20190806T082810_T35MRT,0.048
COPERNICUS/S2/20190811T080619_20190811T082415_T35MQT,48.06
COPERNICUS/S2/20190811T080619_20190811T082415_T35MRT,53.205
COPERNICUS/S2/20190816T080611_20190816T082505_T35MQT,11.041
COPERNICUS/S2/20190816T080611_20190816T082505_T35MRT,4.899
COPERNICUS/S2/20190821T080609_20190821T082149_T35MQT,16.923
COPERNICUS/S2/20190821T080609_20190821T082149_T35MRT,63.494
COPERNICUS/S2/20190826T080611_20190826T082939_T35MQT,64.093
COPERNICUS/S2/20190826T080611_20190826T082939_T35MRT,34.141
COPERNICUS/S2/20190831T080609_20190831T082937_T35MQT,39.057
COPERNICUS/S2/20190831T080609_20190831T082937_T35MRT,40.092
COPERNICUS/S2/20190905T080611_20190905T082303_T35MQT,27.009
COPERNICUS/S2/20190905T080611_20190905T082303_T35MRT,20.396
COPERNICUS/S2/20190910T080609_20190910T081913_T35MQT,30.125
COPERNICUS/S2/20190910T080609_20190910T081913_T35MRT,58.334
COPERNICUS/S2/20190915T080611_20190915T082516_T35MQT,5.801
COPERNICUS/S2/20190915T080611_20190915T082516_T35MRT,1.989
COPERNICUS/S2/20190920T080609_20190920T082657_T35MQT,47.046
COPERNICUS/S2/20190920T080609_20190920T082657_T35MRT,52.439
COPERNICUS/S2/20190925T080651_20190925T082626_T35MQT,97.307
COPERNICUS/S2/20190925T080651_20190925T082626_T35MRT,78.139
COPERNICUS/S2/20190930T080729_20190930T082148_T35MQT,99.752
COPERNICUS/S2/20190930T080729_20190930T082148_T35MRT,100
COPERNICUS/S2/20191005T080801_20191005T082645_T35MQT,23.27
COPERNICUS/S2/20191005T080801_20191005T082645_T35MRT,38.828
COPERNICUS/S2/20191010T080839_20191010T082215_T35MQT,92.87
COPERNICUS/S2/20191010T080839_20191010T082215_T35MRT,88.863
COPERNICUS/S2/20191015T080911_20191015T081349_T35MQT,49.312
COPERNICUS/S2/20191015T080911_20191015T081349_T35MRT,23.939
COPERNICUS/S2/20191025T081021_20191025T082626_T35MQT,85.815
COPERNICUS/S2/20191025T081021_20191025T082626_T35MRT,54.002
COPERNICUS/S2/20191030T081009_20191030T082935_T35MQT,98.777
COPERNICUS/S2/20191030T081009_20191030T082935_T35MRT,91.904
COPERNICUS/S2/20191104T081121_20191104T082016_T35MQT,98.236
COPERNICUS/S2/20191104T081121_20191104T082016_T35MRT,95.274
COPERNICUS/S2/20191109T081049_20191109T083006_T35MQT,40.743
COPERNICUS/S2/20191109T081049_20191109T083006_T35MRT,19.103
COPERNICUS/S2/20191114T081211_20191114T082016_T35MQT,92.583
COPERNICUS/S2/20191114T081211_20191114T082016_T35MRT,94.447
COPERNICUS/S2/20191119T081129_20191119T081918_T35MQT,98.888
COPERNICUS/S2/20191119T081129_20191119T081918_T35MRT,98.245
COPERNICUS/S2/20191124T081251_20191124T082900_T35MQT,98.474
COPERNICUS/S2/20191124T081251_20191124T082900_T35MRT,100
COPERNICUS/S2/20191129T081209_20191129T082803_T35MQT,94.959
COPERNICUS/S2/20191129T081209_20191129T082803_T35MRT,95.605
COPERNICUS/S2/20191204T081311_20191204T082045_T35MQT,90.457
COPERNICUS/S2/20191204T081311_20191204T082045_T35MRT,92.818
COPERNICUS/S2/20191209T081229_20191209T082722_T35MQT,97.655
COPERNICUS/S2/20191209T081229_20191209T082722_T35MRT,93.557
COPERNICUS/S2/20191214T081331_20191214T082101_T35MQT,10.753
COPERNICUS/S2/20191214T081331_20191214T082101_T35MRT,8.25
COPERNICUS/S2/20191219T081239_20191219T081912_T35MQT,70.222
COPERNICUS/S2/20191219T081239_20191219T081912_T35MRT,23.025
COPERNICUS/S2/20191224T081341_20191224T082110_T35MQT,39.009
COPERNICUS/S2/20191224T081341_20191224T082110_T35MRT,25.343
COPERNICUS/S2/20191229T081239_20191229T081908_T35MQT,78.195
COPERNICUS/S2/20191229T081239_20191229T081908_T35MRT,38.901
COPERNICUS/S2/20191229T081239_20191229T083040_T35MQT,73.787
COPERNICUS/S2/20191229T081239_20191229T083040_T35MRT,79.636
COPERNICUS/S2/20200103T081331_20200103T082058_T35MQT,34.088
COPERNICUS/S2/20200103T081331_20200103T082058_T35MRT,90.616
COPERNICUS/S2/20200108T081219_20200108T082705_T35MQT,99.877
COPERNICUS/S2/20200108T081219_20200108T082705_T35MRT,98.574
COPERNICUS/S2/20200113T081301_20200113T082034_T35MQT,39.634
COPERNICUS/S2/20200113T081301_20200113T082034_T35MRT,55.829
COPERNICUS/S2/20200118T081149_20200118T082102_T35MQT,96.386
COPERNICUS/S2/20200118T081149_20200118T082102_T35MRT,60.534
COPERNICUS/S2/20200123T081231_20200123T082246_T35MQT,55.732
COPERNICUS/S2/20200123T081231_20200123T082246_T35MRT,76.273
COPERNICUS/S2/20200128T081109_20200128T082134_T35MQT,99.955
COPERNICUS/S2/20200128T081109_20200128T082134_T35MRT,99.683
COPERNICUS/S2/20200202T081141_20200202T082006_T35MQT,83.094
COPERNICUS/S2/20200202T081141_20200202T082006_T35MRT,69.475
COPERNICUS/S2/20200207T081019_20200207T082819_T35MQT,24.873
COPERNICUS/S2/20200207T081019_20200207T082819_T35MRT,6.018
COPERNICUS/S2/20200212T081041_20200212T082004_T35MQT,36.178
COPERNICUS/S2/20200212T081041_20200212T082004_T35MRT,19.152
COPERNICUS/S2/20200217T080959_20200217T082126_T35MQT,62.046
COPERNICUS/S2/20200217T080959_20200217T082126_T35MRT,25.459
COPERNICUS/S2/20200222T080931_20200222T082541_T35MQT,97.853
COPERNICUS/S2/20200222T080931_20200222T082541_T35MRT,75.743
COPERNICUS/S2/20200227T080859_20200227T082855_T35MQT,95.995
COPERNICUS/S2/20200227T080859_20200227T082855_T35MRT,99.466
COPERNICUS/S2/20200303T080831_20200303T081336_T35MQT,76.199
COPERNICUS/S2/20200303T080831_20200303T081336_T35MRT,2.045
COPERNICUS/S2/20200308T080749_20200308T082627_T35MQT,91.602
COPERNICUS/S2/20200308T080749_20200308T082627_T35MRT,92.926
COPERNICUS/S2/20200313T080711_20200313T081213_T35MQT,97.134
COPERNICUS/S2/20200313T080711_20200313T081213_T35MRT,95.136
COPERNICUS/S2/20200313T080711_20200313T083045_T35MQT,98.907
COPERNICUS/S2/20200313T080711_20200313T083045_T35MRT,99.722
COPERNICUS/S2/20200318T080639_20200318T082123_T35MQT,98.822
COPERNICUS/S2/20200318T080639_20200318T082123_T35MRT,99.813
COPERNICUS/S2/20200323T080601_20200323T082843_T35MQT,11.886
COPERNICUS/S2/20200323T080601_20200323T082843_T35MRT,16.066
COPERNICUS/S2/20200328T080609_20200328T082703_T35MQT,91.186
COPERNICUS/S2/20200328T080609_20200328T082703_T35MRT,75.797
COPERNICUS/S2/20200402T080601_20200402T082817_T35MQT,68.368
COPERNICUS/S2/20200402T080601_20200402T082817_T35MRT,48.442
COPERNICUS/S2/20200407T080609_20200407T082847_T35MQT,49.123
COPERNICUS/S2/20200407T080609_20200407T082847_T35MRT,38.908
COPERNICUS/S2/20200412T080611_20200412T082932_T35MQT,99.353
COPERNICUS/S2/20200412T080611_20200412T082932_T35MRT,97.649
COPERNICUS/S2/20200417T080559_20200417T082754_T35MQT,98.61
COPERNICUS/S2/20200417T080559_20200417T082754_T35MRT,93.819
COPERNICUS/S2/20200422T080611_20200422T082942_T35MQT,100
COPERNICUS/S2/20200422T080611_20200422T082942_T35MRT,99.565
COPERNICUS/S2/20200427T080559_20200427T083015_T35MQT,93.951
COPERNICUS/S2/20200427T080559_20200427T083015_T35MRT,93.811
COPERNICUS/S2/20200502T080611_20200502T082752_T35MQT,96.653
COPERNICUS/S2/20200502T080611_20200502T082752_T35MRT,92.452
COPERNICUS/S2/20200507T080609_20200507T083040_T35MQT,75.897
COPERNICUS/S2/20200507T080609_20200507T083040_T35MRT,61.282
COPERNICUS/S2/20200512T080611_20200512T082938_T35MQT,91.991
COPERNICUS/S2/20200512T080611_20200512T082938_T35MRT,87.778
COPERNICUS/S2/20200517T080609_20200517T082709_T35MQT,82.561
COPERNICUS/S2/20200517T080609_20200517T082709_T35MRT,72.734
COPERNICUS/S2/20200522T080611_20200522T082903_T35MQT,87.264
COPERNICUS/S2/20200522T080611_20200522T082903_T35MRT,57.682
COPERNICUS/S2/20200527T080609_20200527T083043_T35MQT,16.171
COPERNICUS/S2/20200527T080609_20200527T083043_T35MRT,6.826
COPERNICUS/S2/20200601T080611_20200601T082835_T35MQT,12.706
COPERNICUS/S2/20200601T080611_20200601T082835_T35MRT,5.146
COPERNICUS/S2/20200606T080609_20200606T081947_T35MQT,4.683
COPERNICUS/S2/20200606T080609_20200606T081947_T35MRT,1.696
COPERNICUS/S2/20200606T080609_20200606T083047_T35MQT,7.4
COPERNICUS/S2/20200606T080609_20200606T083047_T35MRT,3.325
COPERNICUS/S2/20200611T080611_20200611T082940_T35MQT,99.997
COPERNICUS/S2/20200611T080611_20200611T082940_T35MRT,94.554
COPERNICUS/S2/20200616T080609_20200616T082831_T35MQT,83.048
COPERNICUS/S2/20200616T080609_20200616T082831_T35MRT,53.218
COPERNICUS/S2/20200621T080611_20200621T082729_T35MQT,86.149
COPERNICUS/S2/20200621T080611_20200621T082729_T35MRT,29.626
COPERNICUS/S2/20200626T080609_20200626T083030_T35MQT,93.319
COPERNICUS/S2/20200626T080609_20200626T083030_T35MRT,51.851
COPERNICUS/S2/20200701T080611_20200701T082515_T35MQT,97.117
COPERNICUS/S2/20200701T080611_20200701T082515_T35MRT,98.84
COPERNICUS/S2/20200706T080609_20200706T081947_T35MQT,97.713
COPERNICUS/S2/20200706T080609_20200706T081947_T35MRT,36.324
COPERNICUS/S2/20200706T080609_20200706T083047_T35MQT,90.852
COPERNICUS/S2/20200706T080609_20200706T083047_T35MRT,23.916
COPERNICUS/S2/20200711T080611_20200711T082937_T35MQT,94.987
COPERNICUS/S2/20200711T080611_20200711T082937_T35MRT,82.334
COPERNICUS/S2/20200716T080609_20200716T082254_T35MQT,92.668
COPERNICUS/S2/20200716T080609_20200716T082254_T35MRT,95.403
COPERNICUS/S2/20200721T080611_20200721T082902_T35MQT,71.781
COPERNICUS/S2/20200721T080611_20200721T082902_T35MRT,15.184
COPERNICUS/S2/20200726T080609_20200726T082005_T35MQT,4.353
COPERNICUS/S2/20200726T080609_20200726T082005_T35MRT,0.8
COPERNICUS/S2/20200731T080611_20200731T081835_T35MQT,18.71
COPERNICUS/S2/20200731T080611_20200731T081835_T35MRT,3.29
COPERNICUS/S2/20200805T080609_20200805T082046_T35MQT,38.482
COPERNICUS/S2/20200805T080609_20200805T082046_T35MRT,0.433
COPERNICUS/S2/20200810T080611_20200810T081940_T35MQT,47.146
COPERNICUS/S2/20200810T080611_20200810T081940_T35MRT,54.88
COPERNICUS/S2/20200815T080609_20200815T083035_T35MQT,41.949
COPERNICUS/S2/20200815T080609_20200815T083035_T35MRT,45.158
COPERNICUS/S2/20200820T080611_20200820T082204_T35MQT,92.257
COPERNICUS/S2/20200820T080611_20200820T082204_T35MRT,78.483
COPERNICUS/S2/20200825T080609_20200825T082845_T35MQT,88.802
COPERNICUS/S2/20200825T080609_20200825T082845_T35MRT,96.145
COPERNICUS/S2/20200830T080611_20200830T081241_T35MQT,19.578
COPERNICUS/S2/20200830T080611_20200830T081241_T35MRT,18.676
COPERNICUS/S2/20200904T080609_20200904T083034_T35MQT,10.05
COPERNICUS/S2/20200904T080609_20200904T083034_T35MRT,35.445
COPERNICUS/S2/20200909T080611_20200909T081240_T35MQT,62.015
COPERNICUS/S2/20200909T080611_20200909T081240_T35MRT,60.04
COPERNICUS/S2/20200914T080609_20200914T083033_T35MQT,18.466
COPERNICUS/S2/20200914T080609_20200914T083033_T35MRT,12.796
COPERNICUS/S2/20200919T080621_20200919T081243_T35MQT,70.089
COPERNICUS/S2/20200919T080621_20200919T081243_T35MRT,33.196
COPERNICUS/S2/20200924T080649_20200924T082823_T35MQT,55.924
COPERNICUS/S2/20200924T080649_20200924T082823_T35MRT,22.424
COPERNICUS/S2/20200929T080731_20200929T081242_T35MQT,99.389
COPERNICUS/S2/20200929T080731_20200929T081242_T35MRT,96.429
COPERNICUS/S2/20201004T080759_20201004T083035_T35MQT,62.319
COPERNICUS/S2/20201004T080759_20201004T083035_T35MRT,76.642
COPERNICUS/S2/20201009T080841_20201009T081242_T35MQT,80.898
COPERNICUS/S2/20201009T080841_20201009T081242_T35MRT,44.291
COPERNICUS/S2/20201014T080909_20201014T082521_T35MQT,69.873
COPERNICUS/S2/20201014T080909_20201014T082521_T35MRT,99.486
COPERNICUS/S2/20201019T080951_20201019T081242_T35MQT,54.02
COPERNICUS/S2/20201019T080951_20201019T081242_T35MRT,15.857
COPERNICUS/S2/20201024T081009_20201024T082920_T35MQT,5.814
COPERNICUS/S2/20201024T081009_20201024T082920_T35MRT,9.152
COPERNICUS/S2/20201029T081051_20201029T081241_T35MQT,99.774
COPERNICUS/S2/20201029T081051_20201029T081241_T35MRT,94.973
COPERNICUS/S2/20201103T081109_20201103T082520_T35MQT,37.154
COPERNICUS/S2/20201103T081109_20201103T082520_T35MRT,38.704
COPERNICUS/S2/20201108T081141_20201108T081240_T35MQT,66.551
COPERNICUS/S2/20201108T081141_20201108T081240_T35MRT,57.319
COPERNICUS/S2/20201113T081209_20201113T082518_T35MQT,34.167
COPERNICUS/S2/20201113T081209_20201113T082518_T35MRT,53.558
COPERNICUS/S2/20201118T081231_20201118T081239_T35MQT,89.587
COPERNICUS/S2/20201118T081231_20201118T081239_T35MRT,58.427
COPERNICUS/S2/20201123T081249_20201123T083007_T35MQT,8.994
COPERNICUS/S2/20201123T081249_20201123T083007_T35MRT,10.614
COPERNICUS/S2/20201128T081301_20201128T081302_T35MQT,49.124
COPERNICUS/S2/20201128T081301_20201128T081302_T35MRT,63.211
COPERNICUS/S2/20201203T081319_20201203T082556_T35MQT,97.252
COPERNICUS/S2/20201203T081319_20201203T082556_T35MRT,92.429
COPERNICUS/S2/20201208T081321_20201208T081324_T35MQT,49.017
COPERNICUS/S2/20201208T081321_20201208T081324_T35MRT,59.216
COPERNICUS/S2/20201213T081239_20201213T082518_T35MQT,65.44
COPERNICUS/S2/20201213T081239_20201213T082518_T35MRT,20.371
COPERNICUS/S2/20201218T081341_20201218T081338_T35MQT,92.596
COPERNICUS/S2/20201218T081341_20201218T081338_T35MRT,81.851
COPERNICUS/S2/20201223T081249_20201223T082922_T35MQT,25.703
COPERNICUS/S2/20201223T081249_20201223T082922_T35MRT,66.362
COPERNICUS/S2/20201228T081341_20201228T081338_T35MQT,65.145
COPERNICUS/S2/20201228T081341_20201228T081338_T35MRT,25.318
