system:index,0_0_01_01_2016,0_10_11_01_2016,0_11_12_01_2016,0_1_02_01_2016,0_2_03_01_2016,0_3_04_01_2016,0_4_05_01_2016,0_5_06_01_2016,0_6_07_01_2016,0_7_08_01_2016,0_8_09_01_2016,0_9_10_01_2016,1_0_01_01_2017,1_10_11_01_2017,1_11_12_01_2017,1_1_02_01_2017,1_2_03_01_2017,1_3_04_01_2017,1_4_05_01_2017,1_5_06_01_2017,1_6_07_01_2017,1_7_08_01_2017,1_8_09_01_2017,1_9_10_01_2017,2_0_01_01_2018,2_10_11_01_2018,2_11_12_01_2018,2_1_02_01_2018,2_2_03_01_2018,2_3_04_01_2018,2_4_05_01_2018,2_5_06_01_2018,2_6_07_01_2018,2_7_08_01_2018,2_8_09_01_2018,2_9_10_01_2018,3_0_01_01_2019,3_10_11_01_2019,3_11_12_01_2019,3_1_02_01_2019,3_2_03_01_2019,3_3_04_01_2019,3_4_05_01_2019,3_5_06_01_2019,3_6_07_01_2019,3_7_08_01_2019,3_8_09_01_2019,3_9_10_01_2019,4_0_01_01_2020,4_10_11_01_2020,4_11_12_01_2020,4_1_02_01_2020,4_2_03_01_2020,4_3_04_01_2020,4_4_05_01_2020,4_5_06_01_2020,4_6_07_01_2020,4_7_08_01_2020,4_8_09_01_2020,4_9_10_01_2020,5_0_01_01_2021,Cell,Cell_ID,Distr_ID,District,Name,Prov_ID,Province,Sector,Sector_ID,Village_ID,.geo
000000000000000000dc,126.6236001253128,155.50743055343628,48.15827751159668,72.65181589126587,191.53802490234375,195.909405708313,63.09323978424072,6.082148551940918,0.0,14.568449974060059,83.74540662765503,114.11839532852173,74.86757671833038,140.74623107910156,80.2097692489624,86.53862762451172,119.75919723510742,134.7700481414795,186.44060516357422,5.9042439460754395,4.179878234863281,51.20197129249573,89.11663579940796,124.61398124694824,133.1828830242157,114.2821798324585,193.81527495384216,56.185532569885254,206.63520669937134,304.15527534484863,134.10935974121094,17.06989097595215,3.1322240829467773,46.54759782925248,48.61890745162964,77.28478384017944,140.444757938385,128.34212255477905,123.95456659793854,71.36806058883667,95.31512260437012,163.2992843389511,197.24641227722168,12.058560453355312,5.4915220737457275,31.70185661315918,83.47470808029175,123.24315285682678,149.75658178329468,122.97744119167328,198.06956386566162,136.31516933441162,367.03092765808105,187.18888068199158,75.67326727509499,8.27495738863945,4.595468444631933,10.15656852722168,77.23456686735153,176.36236763000488,81.22341632843018,Gahondo,210101,21,Nyanza,Kibaga,2,South/Amajyepfo,Busasamana,2101,21010106,"{""type"":""LineString"",""coordinates"":[[29.755679429867513,-2.388285606023505],[29.756053994356012,-2.3881607511940093],[29.756343835924486,-2.3880136008592454],[29.75670056400876,-2.3877638912002523],[29.757061751194094,-2.3875810680570617],[29.75731591995413,-2.3875676907539005],[29.757405101975205,-2.3875632316528477],[29.757708320846845,-2.3875453952486336],[29.758096262638492,-2.3877059228865574],[29.75818098555851,-2.387683627381291],[29.758426236116446,-2.387732677492879],[29.75879634150388,-2.387808482210787],[29.758854309817576,-2.3878218595139473],[29.759117396779732,-2.3879244188381765],[29.759157528689215,-2.38792887793923],[29.75916644689132,-2.38792887793923],[29.759175365093423,-2.3879333370402827],[29.759616816097715,-2.3878976642318563],[29.759928953171457,-2.3880046826571384],[29.7599824623841,-2.388009141758192],[29.76002705339463,-2.3880046826571384],[29.760160826426233,-2.388000223556085],[29.76020541743676,-2.387995764455032],[29.760740509563178,-2.3878352368171076],[29.760758345967393,-2.3878307777160543],[29.761288978992756,-2.387683627381291],[29.761516393146483,-2.3875855271581146],[29.76182853022022,-2.3875409361475803],[29.761980139656043,-2.3874740496317783],[29.76241267245823,-2.3872421763769993],[29.76273372773407,-2.387037057728541],[29.76284074615936,-2.386970171212739],[29.763188556041527,-2.3866580341389976],[29.763585416035284,-2.386341437964203],[29.76366122075319,-2.3862656332462944],[29.763848502997433,-2.386100646507317],[29.76436129961858,-2.3856993274125076],[29.76455304096388,-2.3855521770777433],[29.7648384234313,-2.3853381402271774],[29.76536013825455,-2.385048298658704],[29.765672275328296,-2.3849011483239395],[29.765921984987287,-2.384762916191283],[29.766158317343116,-2.384762916191283],[29.766193990151546,-2.3847539979891765],[29.76621182655576,-2.384749538888123],[29.76622520385892,-2.38449982922913],[29.76635897689052,-2.384120805639587],[29.76635897689052,-2.3841118874374803],[29.766363435991583,-2.384027164517465],[29.766367895092625,-2.383857718677434],[29.766367895092632,-2.3837551593532047],[29.766492749922133,-2.3835232860984252],[29.766528422730556,-2.3834519404815704],[29.766573013741095,-2.3833582993594473]]}"
000000000000000000dd,126.6236001253128,155.50743055343628,48.15827751159668,72.65181589126587,191.53802490234375,195.909405708313,63.09323978424072,6.082148551940918,0.0,14.568449974060059,83.74540662765503,114.11839532852173,74.86757671833038,140.74623107910156,80.2097692489624,86.53862762451172,119.75919723510742,134.7700481414795,186.44060516357422,5.9042439460754395,4.179878234863281,51.20197129249573,89.11663579940796,124.61398124694824,133.1828830242157,114.2821798324585,193.81527495384216,56.185532569885254,206.63520669937134,304.15527534484863,134.10935974121094,17.06989097595215,3.1322240829467773,46.54759782925248,48.61890745162964,77.28478384017944,140.444757938385,128.34212255477905,123.95456659793854,71.36806058883667,95.31512260437012,163.2992843389511,197.24641227722168,12.058560453355312,5.4915220737457275,31.70185661315918,83.47470808029175,123.24315285682678,149.75658178329468,122.97744119167328,198.06956386566162,136.31516933441162,367.03092765808105,187.18888068199158,75.67326727509499,8.27495738863945,4.595468444631933,10.15656852722168,77.23456686735153,176.36236763000488,81.22341632843018,Gahondo,210101,21,Nyanza,Nyakwibereka,2,South/Amajyepfo,Busasamana,2101,21010108,"{""type"":""LineString"",""coordinates"":[[29.766573013741095,-2.3833582993594473],[29.766577472842144,-2.3833582993594473],[29.766809346096927,-2.383086294195188],[29.766911905421157,-2.382979275769905],[29.766992169240115,-2.3828945528498893],[29.767210665191733,-2.3826715977972177],[29.76744699754757,-2.382479856451919],[29.76750942496231,-2.3824308063403317],[29.767776971025523,-2.3822569013992463],[29.768147076412955,-2.382020569043414],[29.76846813168881,-2.3818332867991696],[29.76847259078986,-2.381828827698116],[29.768494886295127,-2.3818243685970626],[29.768829318874126,-2.381739645677047],[29.768963091905736,-2.3816950546665123],[29.769087946735226,-2.3816549227570314],[29.76982815751011,-2.3813160310769694],[29.769899503126958,-2.3812580627632745],[29.770390004242838,-2.380722970636861],[29.771156969624037,-2.379791018516691],[29.77154491141568,-2.379291599198705],[29.772053248935777,-2.378350728876428],[29.772213776573707,-2.3779315733774045],[29.7722137765737,-2.377619436303663],[29.77242781342427,-2.3771869035014785],[29.7726061774664,-2.376897061933005],[29.77265522757799,-2.3768123390129894],[29.772860346226448,-2.3764288563223928]]}"
000000000000000000de,126.6236001253128,155.50743055343628,48.15827751159668,72.65181589126587,191.53802490234375,195.909405708313,63.09323978424072,6.082148551940918,0.0,14.568449974060059,83.74540662765503,114.11839532852173,74.86757671833038,140.74623107910156,80.2097692489624,86.53862762451172,119.75919723510742,134.7700481414795,186.44060516357422,5.9042439460754395,4.179878234863281,51.20197129249573,89.11663579940796,124.61398124694824,133.1828830242157,114.2821798324585,193.81527495384216,56.185532569885254,206.63520669937134,304.15527534484863,134.10935974121094,17.06989097595215,3.1322240829467773,46.54759782925248,48.61890745162964,77.28478384017944,140.444757938385,128.34212255477905,123.95456659793854,71.36806058883667,95.31512260437012,163.2992843389511,197.24641227722168,12.058560453355312,5.4915220737457275,31.70185661315918,83.47470808029175,123.24315285682678,149.75658178329468,122.97744119167328,198.06956386566162,136.31516933441162,367.03092765808105,187.18888068199158,75.67326727509499,8.27495738863945,4.595468444631933,10.15656852722168,77.23456686735153,176.36236763000488,81.22341632843018,Kibinja,210103,21,Nyanza,Kigarama,2,South/Amajyepfo,Busasamana,2101,21010302,"{""type"":""LineString"",""coordinates"":[[29.787842925766025,-2.370846061803478],[29.78799453520184,-2.370837143601372],[29.788101553627133,-2.370805929893998],[29.78828437677032,-2.3708059298939976],[29.788565300136685,-2.3707167478729287],[29.788712450471444,-2.370560679336058],[29.7889755374336,-2.370462579112883],[29.789314429113666,-2.370181655746515],[29.789403611134738,-2.3700523418159656],[29.789947621463252,-2.369762500247491],[29.790148281010662,-2.369561840700086],[29.790402449770706,-2.3692541627273984],[29.790598650217056,-2.3691605216052767],[29.790834982572886,-2.368937566552604],[29.790999969311866,-2.3687859571167866],[29.791169415151902,-2.368719070600985],[29.79134332009298,-2.3686209703778087]]}"
000000000000000000df,126.6236001253128,155.50743055343628,48.15827751159668,72.65181589126587,191.53802490234375,195.909405708313,63.09323978424072,6.082148551940918,0.0,14.568449974060059,83.74540662765503,114.11839532852173,74.86757671833038,140.74623107910156,80.2097692489624,86.53862762451172,119.75919723510742,134.7700481414795,186.44060516357422,5.9042439460754395,4.179878234863281,51.20197129249573,89.11663579940796,124.61398124694824,133.1828830242157,114.2821798324585,193.81527495384216,56.185532569885254,206.63520669937134,304.15527534484863,134.10935974121094,17.06989097595215,3.1322240829467773,46.54759782925248,48.61890745162964,77.28478384017944,140.444757938385,128.34212255477905,123.95456659793854,71.36806058883667,95.31512260437012,163.2992843389511,197.24641227722168,12.058560453355312,5.4915220737457275,31.70185661315918,83.47470808029175,123.24315285682678,149.75658178329468,122.97744119167328,198.06956386566162,136.31516933441162,367.03092765808105,187.18888068199158,75.67326727509499,8.27495738863945,4.595468444631933,10.15656852722168,77.23456686735153,176.36236763000488,81.22341632843018,Kibinja,210103,21,Nyanza,Ngorongari,2,South/Amajyepfo,Busasamana,2101,21010304,"{""type"":""MultiLineString"",""coordinates"":[[[29.772860346226448,-2.3764288563223928],[29.77469749586047,-2.376642893172958],[29.776940423690352,-2.3769059801351116],[29.778389631532722,-2.3764288563223928],[29.7785635364738,-2.3762683286844686],[29.778955937366508,-2.3761791466634],[29.77916551511602,-2.3759517325096744],[29.7792725335413,-2.3758224185791237],[29.779419683876064,-2.375550413414864],[29.77953562050345,-2.3751267988147866],[29.779656016231904,-2.3747879071347247],[29.7799815306088,-2.3745248201725717],[29.780164353751996,-2.374386588039915],[29.780418522512036,-2.374208223997777],[29.780654854867873,-2.3741324192798685],[29.78067269127208,-2.3741235010777624],[29.78094469643635,-2.373985268945105],[29.781796384737554,-2.3739986462482654],[29.78182313934387,-2.3739986462482654],[29.781916780466002,-2.3740031053493182],[29.78213081731657,-2.373989728046158],[29.78228242675238,-2.3739495961366766],[29.782460790794516,-2.374029859955639],[29.782563350118746,-2.37405661456196],[29.78300926022409,-2.374190387593563],[29.78325896988309,-2.373931759732464],[29.783535434148398,-2.3738782505198217],[29.783709339089484,-2.3737132637808442],[29.783794062009502,-2.3735259815365994],[29.78394121234426,-2.3734055858081566],[29.783959048748475,-2.373378831201836],[29.78419092200325,-2.3727099660438187],[29.78419092200325,-2.3723309424542762],[29.784177544700093,-2.372272974140581]],[[29.78414187189167,-2.372125823805818],[29.784195381104304,-2.3717601775194357],[29.784396040651714,-2.3714970905572814],[29.78441387705593,-2.371492631456228],[29.78471263682651,-2.371448040445694],[29.78484195075706,-2.3714257449404266],[29.78552865231929,-2.3713365629193577],[29.78556878422877,-2.37132764471725],[29.7858051165846,-2.371269676403556],[29.78591213500988,-2.3712429217972355],[29.786086039950973,-2.371198330786701],[29.786393717923655,-2.371113607866685],[29.78641155432787,-2.371109148765632],[29.786630050279488,-2.370979834835082],[29.78684854623111,-2.3708549800055856],[29.787075960384833,-2.3708148480961047],[29.78774928464391,-2.3708460618034786],[29.787842925766025,-2.370846061803478]]]}"
000000000000000000e0,129.8087202310562,167.62563753128052,48.1510009765625,72.33999872207642,186.11417198181152,201.58407402038574,78.35982322692871,5.928645849227905,0.0,14.421525478363037,92.15934753417969,136.8418321609497,76.12672472000122,151.56264114379883,79.04423236846924,86.00671672821045,120.61756324768066,134.73595428466797,212.69255828857422,5.5600152015686035,0.0,54.91229867935181,96.75526809692383,132.5573034286499,131.46345210075378,124.8126015663147,184.1650321483612,60.6589617729187,206.23280429840088,300.77008724212646,161.34994888305664,15.526752471923828,3.012906551361084,52.86170398443937,54.516311168670654,89.89078855514526,137.48667240142822,154.17574763298035,138.30612087249756,69.57597088813782,95.00061392784119,171.09360074996948,225.72358512878418,11.807541746646166,5.065938830375671,33.51789855957031,80.65605735778809,148.92512464523315,140.93702220916748,129.85683405399323,183.00483512878418,134.68321132659912,366.56883335113525,210.03211402893066,98.13860854506493,7.618241958320141,2.6069220440112986,11.569038152694702,76.50586950778961,194.1074571609497,130.65088319778442,Nyanza,210104,21,Nyanza,Gatunguru,2,South/Amajyepfo,Busasamana,2101,21010406,"{""type"":""LineString"",""coordinates"":[[29.7388998326034,-2.3937301684097627],[29.73902914653395,-2.393721250207656],[29.739180755969766,-2.393721250207656],[29.739368038214018,-2.3937346275108164],[29.73944830203298,-2.3937257093087094],[29.739831784723577,-2.3935562634686787],[29.740108248988893,-2.393444785942343],[29.74063888201425,-2.3931683216770288],[29.74114276043329,-2.392775920784326],[29.741784870984983,-2.3925663430348134],[29.742270912999814,-2.3926778205611496],[29.742578590972496,-2.3925663430348134],[29.74286397343992,-2.392330010678981],[29.743095846694697,-2.3920936783231483],[29.7432965062421,-2.391977741695759],[29.74379592556009,-2.391794918552567],[29.744192785553846,-2.3915808817020023],[29.744411281505457,-2.3915808817020023],[29.744678827568666,-2.3917770821483537],[29.74486165071186,-2.391977741695759],[29.74491070082345,-2.3921070556263087],[29.74493745542977,-2.3921338102326293],[29.745062310259264,-2.392441488205317],[29.74532539722142,-2.392428110902156],[29.74552605676883,-2.3923924380937294],[29.745592943284628,-2.3923389288810877],[29.74562861609305,-2.3923121742747666],[29.74570887991202,-2.392013414504187],[29.745708879912012,-2.3917280320367658],[29.745722257215178,-2.391719113834659],[29.74579360283203,-2.391661145520964],[29.745922916762574,-2.3916299318135894],[29.746128035411036,-2.391580881702002],[29.746444631585838,-2.3915139951862003],[29.746466927091095,-2.3915184542872536],[29.746819196074323,-2.39150061788304],[29.74682365517538,-2.3914649450746124],[29.747140251350174,-2.3914560268725054],[29.74716254685544,-2.3914560268725054],[29.747456847524976,-2.3914337313672385],[29.747693179880798,-2.391460485973559],[29.747969644146117,-2.391322253840902],[29.74817922189563,-2.3913490084472224]]}"
000000000000000000e1,126.6236001253128,155.50743055343628,48.15827751159668,72.65181589126587,191.53802490234375,195.909405708313,63.09323978424072,6.082148551940918,0.0,14.568449974060059,83.74540662765503,114.11839532852173,74.86757671833038,140.74623107910156,80.2097692489624,86.53862762451172,119.75919723510742,134.7700481414795,186.44060516357422,5.9042439460754395,4.179878234863281,51.20197129249573,89.11663579940796,124.61398124694824,133.1828830242157,114.2821798324585,193.81527495384216,56.185532569885254,206.63520669937134,304.15527534484863,134.10935974121094,17.06989097595215,3.1322240829467773,46.54759782925248,48.61890745162964,77.28478384017944,140.444757938385,128.34212255477905,123.95456659793854,71.36806058883667,95.31512260437012,163.2992843389511,197.24641227722168,12.058560453355312,5.4915220737457275,31.70185661315918,83.47470808029175,123.24315285682678,149.75658178329468,122.97744119167328,198.06956386566162,136.31516933441162,367.03092765808105,187.18888068199158,75.67326727509499,8.27495738863945,4.595468444631933,10.15656852722168,77.23456686735153,176.36236763000488,81.22341632843018,Nyanza,210104,21,Nyanza,Gishike,2,South/Amajyepfo,Busasamana,2101,21010407,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[29.74817922189563,-2.3913490084472224],[29.74831745402828,-2.3912107763145665],[29.74860729559676,-2.3908139163208095],[29.748669723011506,-2.3907291934007944],[29.748928350872603,-2.390381383518625],[29.749142387723168,-2.3900201963332965],[29.749539247716925,-2.3896233363395396],[29.74990043490226,-2.3892621491542103],[29.750069880742288,-2.389208639941568],[29.75013676725809,-2.388999062192057],[29.750324049502336,-2.388883125564667],[29.75052024994869,-2.388883125564667],[29.75076995960768,-2.3889500120804694],[29.751202492409863,-2.388963389383629],[29.751371938249893,-2.388941093878362],[29.75155030229203,-2.3888251572509724],[29.75205418071107,-2.388611120400407],[29.752446581603778,-2.388468429166697],[29.752843441597534,-2.3886111204004075],[29.75330718810708,-2.3887894844425452],[29.753663916191364,-2.3887003024214764],[29.754025103376698,-2.388611120400407],[29.754582491008378,-2.3884862655709105],[29.754671673029446,-2.388468429166697]]},{""type"":""Polygon"",""coordinates"":[[[29.75467162962311,-2.3884684357496364],[29.75493033904507,-2.388486285092924],[29.754957022844795,-2.3884862435213687],[29.75493033904507,-2.3884818001979506],[29.75467162962311,-2.3884684357496364]]]}]}"
000000000000000000e2,126.6236001253128,155.50743055343628,48.15827751159668,72.65181589126587,191.53802490234375,195.909405708313,63.09323978424072,6.082148551940918,0.0,14.568449974060059,83.74540662765503,114.11839532852173,74.86757671833038,140.74623107910156,80.2097692489624,86.53862762451172,119.75919723510742,134.7700481414795,186.44060516357422,5.9042439460754395,4.179878234863281,51.20197129249573,89.11663579940796,124.61398124694824,133.1828830242157,114.2821798324585,193.81527495384216,56.185532569885254,206.63520669937134,304.15527534484863,134.10935974121094,17.06989097595215,3.1322240829467773,46.54759782925248,48.61890745162964,77.28478384017944,140.444757938385,128.34212255477905,123.95456659793854,71.36806058883667,95.31512260437012,163.2992843389511,197.24641227722168,12.058560453355312,5.4915220737457275,31.70185661315918,83.47470808029175,123.24315285682678,149.75658178329468,122.97744119167328,198.06956386566162,136.31516933441162,367.03092765808105,187.18888068199158,75.67326727509499,8.27495738863945,4.595468444631933,10.15656852722168,77.23456686735153,176.36236763000488,81.22341632843018,Nyanza,210104,21,Nyanza,Nyarunyinya,2,South/Amajyepfo,Busasamana,2101,21010413,"{""type"":""LineString"",""coordinates"":[[29.754957055496863,-2.388486265570911],[29.754961514597927,-2.3884862655709105],[29.75505961482109,-2.3884907246719647],[29.75508191032636,-2.3884773473688035],[29.755331619985352,-2.3884461336614295],[29.755460933915902,-2.3883881653477346],[29.75546539301696,-2.388383706246681],[29.755679429867513,-2.388285606023505]]}"
000000000000000000e3,129.8087202310562,167.62563753128052,48.1510009765625,72.33999872207642,186.11417198181152,201.58407402038574,78.35982322692871,5.928645849227905,0.0,14.421525478363037,92.15934753417969,136.8418321609497,76.12672472000122,151.56264114379883,79.04423236846924,86.00671672821045,120.61756324768066,134.73595428466797,212.69255828857422,5.5600152015686035,0.0,54.91229867935181,96.75526809692383,132.5573034286499,131.46345210075378,124.8126015663147,184.1650321483612,60.6589617729187,206.23280429840088,300.77008724212646,161.34994888305664,15.526752471923828,3.012906551361084,52.86170398443937,54.516311168670654,89.89078855514526,137.48667240142822,154.17574763298035,138.30612087249756,69.57597088813782,95.00061392784119,171.09360074996948,225.72358512878418,11.807541746646166,5.065938830375671,33.51789855957031,80.65605735778809,148.92512464523315,140.93702220916748,129.85683405399323,183.00483512878418,134.68321132659912,366.56883335113525,210.03211402893066,98.13860854506493,7.618241958320141,2.6069220440112986,11.569038152694702,76.50586950778961,194.1074571609497,130.65088319778442,Rwesero,210105,21,Nyanza,Bukinankwavu,2,South/Amajyepfo,Busasamana,2101,21010501,"{""type"":""MultiLineString"",""coordinates"":[[[29.73609505804079,-2.3999283188740526],[29.736260044779765,-2.3995582134866162],[29.736353685901886,-2.3993085038276236],[29.73642949061979,-2.399098926078112],[29.73651421353981,-2.398871511924386],[29.73665690477352,-2.3985103247390573],[29.736870941624087,-2.398260615080064],[29.737196456000987,-2.397899427894735],[29.737339147234703,-2.3975739135178338],[29.73751751127684,-2.397029903189313],[29.737548724984215,-2.396619665892396],[29.737548724984215,-2.396610747690289],[29.737548724984215,-2.396570615780808],[29.737758302733724,-2.396566156679754],[29.737776139137935,-2.3965171065681665],[29.737776139137935,-2.3963654971323494],[29.73771371172319,-2.3960622782607155],[29.73784302565374,-2.395839323208043],[29.737985716887454,-2.395611909054317],[29.738083817110628,-2.3953577402942705],[29.738115030818,-2.3952016717574],[29.73812394902011,-2.395170458050026],[29.73820867194012,-2.3949341256941934],[29.738217590142227,-2.394902911986819],[29.738275558455918,-2.3947067115404677],[29.738373658679095,-2.3943678198604057],[29.738373658679095,-2.394358901658299],[29.73841379058858,-2.3942875560414434],[29.73841379058858,-2.3942786378393373],[29.73851189081175,-2.394051223685611],[29.738480677104384,-2.393859482340313]],[[29.73846284070017,-2.393770300319244],[29.73863674564125,-2.3936989547023884],[29.738819568784447,-2.3937792185213507],[29.738886455300243,-2.393730168409763],[29.7388998326034,-2.3937301684097627]]]}"
000000000000000000e4,130.5271065235138,170.387921333313,51.129364013671875,71.91015720367432,187.04511833190918,229.8365821838379,86.35015106201172,0.0,0.0,15.024044036865234,85.74354362487793,135.73640966415405,76.24601650238037,160.98666095733643,84.09854507446289,88.91980147361755,115.79107522964478,143.07073330879211,227.52635955810547,0.0,4.650491714477539,57.56468677520752,90.85507822036743,128.4072813987732,139.19793272018433,121.34042882919312,191.3785161972046,61.172767877578735,205.5525562763214,320.5830147266388,176.8247423171997,14.19244384765625,2.849735736846924,54.24911618977785,53.079304695129395,89.39774060249329,141.98525428771973,137.08978533744812,141.67256546020508,65.33322429656982,98.3572211265564,194.57436418533325,241.63132858276367,12.480719663202763,5.987242937088013,35.485679626464844,80.56809616088867,146.68506860733032,145.11540126800537,135.5423560142517,207.17677879333496,136.88749074935913,363.0855836868286,215.92772102355957,98.69187486171722,5.439940460026264,5.217761052888818,12.307931423187256,70.42941711843014,196.70739603042603,84.67037558555603,Rwesero,210105,21,Nyanza,Gahanda,2,South/Amajyepfo,Busasamana,2101,21010502,"{""type"":""GeometryCollection"",""geometries"":[{""type"":""LineString"",""coordinates"":[[29.727881393900336,-2.401961668954424],[29.72793936221404,-2.402019637268119],[29.72812664445828,-2.4022069195123636],[29.728144480862493,-2.4022069195123636],[29.728550259058355,-2.402220296815524],[29.72865727748364,-2.402238133219738],[29.728835641525773,-2.4020954419860274],[29.72887577343526,-2.402090982884974],[29.72895603725422,-2.402086523783921],[29.729107646690046,-2.4021043601881344],[29.72936181545008,-2.4021355738955084],[29.729780970949108,-2.40260377950612],[29.72983002106069,-2.4025814840008533],[29.730155535437607,-2.4026706660219217],[29.730588068239793,-2.402799979952472],[29.730931419020898,-2.4030140168030374],[29.731149914972516,-2.403067526015678],[29.73122126058937,-2.403085362419892],[29.73145313384415,-2.403103198824106],[29.73147542934942,-2.4030898215209455],[29.731671629795773,-2.402942671186182],[29.732086326193738,-2.4029961803988233],[29.732193344619024,-2.4030675260156786],[29.73255453180435,-2.403138871632534],[29.732643713825418,-2.4031567080367475],[29.732880046181258,-2.4031567080367475],[29.733076246627597,-2.403268185563084],[29.733312578983433,-2.4032503491588697],[29.73350877942979,-2.4031790035420153],[29.733834293806694,-2.4030675260156786],[29.734017116949882,-2.402759848042991],[29.733999280545667,-2.402309478836593],[29.73415980818359,-2.4020776055818143],[29.734177644587806,-2.402090982884974],[29.734177644587813,-2.402086523783921],[29.73433817222573,-2.401872486933355],[29.73454329087419,-2.4015915635669876],[29.734775164128965,-2.401355231211155],[29.734779623230025,-2.4013463130090487],[29.734868805251093,-2.40125713098798],[29.734904478059516,-2.4012036217753385],[29.735002578282693,-2.4010341759353078],[29.73519431962799,-2.4007220388615655],[29.735354847265913,-2.4006551523457644],[29.7353949791754,-2.4006417750426046],[29.73543511108488,-2.4005882658299633],[29.735626852430176,-2.4003296379688632],[29.735840889280745,-2.4002047831393667],[29.73599695781761,-2.40010668291619],[29.73608168073763,-2.399955073480373],[29.73609505804079,-2.3999283188740526]]},{""type"":""LineString"",""coordinates"":[[29.719801502791498,-2.400316260665702],[29.720095803461028,-2.400289506059382],[29.720318758513688,-2.4004812474046795],[29.720626436486388,-2.4005481339204815],[29.72094749176223,-2.4006194795373372],[29.721009919176986,-2.400628397739444],[29.721183824118064,-2.4006551523457644],[29.721308678947565,-2.400708661558406],[29.72138002456441,-2.4006462341436574],[29.721402320069682,-2.400632856840497],[29.721616356920247,-2.4003162606657025],[29.72196862590347,-2.4003786880804503],[29.722084562530863,-2.4004411154951995],[29.722191580956146,-2.4004990838088944],[29.722254008370893,-2.400534756617321],[29.722405617806707,-2.4005704294257493],[29.722691000274125,-2.40048124740468],[29.722963005438388,-2.4003385561709694],[29.72347134295848,-2.4003207197667558],[29.72389495755856,-2.400343015272023],[29.724028730590167,-2.4003697698783437],[29.72418034002598,-2.4003786880804507],[29.724612872828168,-2.400472329202573],[29.724813532375567,-2.4006061022341765],[29.724987437316653,-2.400730957063673],[29.725027569226135,-2.4007666298721007],[29.725232687874595,-2.4009048620047575],[29.725268360683025,-2.400931616611079],[29.725321869895655,-2.400949453015292],[29.7253664609062,-2.400971748520559],[29.725411051916726,-2.400980666722666],[29.725651843373615,-2.401069848743735],[29.725763320899958,-2.401199162674285],[29.725816830112596,-2.401292803796407],[29.725919389436825,-2.401194703573232],[29.72597289864947,-2.40125713098798],[29.72616463999476,-2.401136735259537],[29.726374217744276,-2.4011278170574295],[29.726494613472713,-2.4011233579563758],[29.726503531674826,-2.4011233579563758],[29.726730945828553,-2.40125713098798],[29.72696281908333,-2.401216999078498],[29.726971737285435,-2.401221458179552],[29.727252660651803,-2.4013641494132623],[29.727368597279195,-2.4014667087374915],[29.72747115660342,-2.4015157588490794],[29.727551420422383,-2.401551431657507]]},{""type"":""LineString"",""coordinates"":[[29.727551420422383,-2.4015781862638277],[29.727569256826598,-2.4015960226680413]]},{""type"":""Polygon"",""coordinates"":[[[29.72759603156837,-2.40180110823127],[29.727881391660986,-2.4019616438448765],[29.72759603156837,-2.401796686694587],[29.72759603156837,-2.40180110823127]]]}]}"
000000000000000000e5,122.24894690513611,169.84437465667725,48.37101459503174,75.45400619506836,199.95831108093262,198.68002700805664,59.281869888305664,6.296240568161011,0.0,14.077773094177246,86.5254898071289,121.4658260345459,74.09559178352356,151.88982772827148,73.04991579055786,88.94577169418335,115.20786166191101,135.66302871704102,180.0234260559082,6.205782651901245,0.0,47.412169456481934,96.91393756866455,132.30565667152405,133.22661447525024,124.91116428375244,216.31029856204987,54.82408261299133,205.44529223442078,309.67496943473816,135.44076442718506,15.395954132080078,2.716032087802887,42.366748394910246,48.29409313201904,87.17732894420624,141.59071350097656,142.40601897239685,120.69806551933289,72.35618495941162,96.76182842254639,168.15373051166534,190.60052919387817,14.676074866205454,5.535503625869751,30.523563385009766,77.10358572006226,119.322190284729,143.40660905838013,131.0218005180359,179.5727310180664,149.2657766342163,377.0060729980469,201.40711212158203,69.0930692255497,8.610339917242527,5.7999520897865295,8.743240356445312,77.01166842877865,190.33046674728394,78.21585011482239,Nyamure,210704,21,Nyanza,Gituza,2,South/Amajyepfo,Muyira,2107,21070403,"{""type"":""MultiLineString"",""coordinates"":[[[29.808559909260328,-2.3842590377722432],[29.808916637344613,-2.384655897766],[29.809095001386755,-2.3849145256271007],[29.80942051576365,-2.3853515175303386],[29.80958996160368,-2.385748377524095],[29.80962117531106,-2.3858197231409504],[29.809732652837397,-2.3859891689809807]],[[29.810392599793303,-2.387955632545551],[29.810499618218582,-2.38830344242772],[29.810615554845974,-2.388628956804621],[29.810700277765985,-2.38887420736256]],[[29.810290040469077,-2.3876345772697025],[29.810307876873292,-2.3876880864823438],[29.810321254176444,-2.3877237592907714]],[[29.810709195968098,-2.3888965028678277],[29.8107760824839,-2.389074866909965],[29.81091877371761,-2.3894583496005617]],[[29.809759407443714,-2.3861541557199586],[29.809924394182687,-2.3865465566126622],[29.810151808336418,-2.386965712111685],[29.81014734923536,-2.386965712111685]],[[29.810151808336418,-2.386965712111685],[29.810151808336418,-2.386970171212739]]]}"
